,Symbol,Name,MarketCap,Sector,Industry
3048,BZH,"Beazer Homes USA, Inc.",475342866.57,Capital Goods,Homebuilding
3049,RCII,Rent-A-Center Inc.,475157575.98,Technology,Diversified Commercial Services
3050,CWST,"Casella Waste Systems, Inc.",475042202.9,Public Utilities,Environmental Services
3051,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,473381058.99,n/a,n/a
3052,GRBK,"Green Brick Partners, Inc.",472800177.05,Capital Goods,Homebuilding
3053,SCVL,"Shoe Carnival, Inc.",471429855.75,Consumer Services,Clothing/Shoe/Accessory Stores
3054,TRUP,"Trupanion, Inc.",470987097.7,Health Care,Medical Specialities
3055,EVC,Entravision Communications Corporation,470827985.25,Consumer Services,Broadcasting
3056,AROW,Arrow Financial Corporation,470682484.5,Finance,Major Banks
3057,IMMU,"Immunomedics, Inc.",470640000.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
3058,HCKT,"The Hackett Group, Inc.",470562635.84,Consumer Services,Professional Services
3059,NTRA,"Natera, Inc.",470395864.74,Health Care,Medical Specialities
3060,KE,"Kimball Electronics, Inc.",469964498.4,Technology,Electrical Products
3061,JRO,Nuveen Floating Rate Income Opportuntiy Fund,469825928.22,n/a,n/a
3062,EMD,Western Asset Emerging Markets Debt Fund Inc,468686856.46,n/a,n/a
3063,ENVA,"Enova International, Inc.",468325775.4,Finance,Finance: Consumer Services
3064,HTBI,"HomeTrust Bancshares, Inc.",468255362.5,Finance,Savings Institutions
3065,AWP,Alpine Global Premier Properties Fund,468035571.48,n/a,n/a
3066,SRI,"Stoneridge, Inc.",467760434.4,Capital Goods,Auto Parts:O.E.M.
3067,SNBC,"Sun Bancorp, Inc.",467702977.5,Finance,Commercial Banks
3068,PMO,Putnam Municipal Opportunities Trust,466902208.5,n/a,n/a
3069,NPTN,NeoPhotonics Corporation,464294280.0,Technology,Semiconductors
3070,LOCO,"El Pollo Loco Holdings, Inc.",463608952.6,Consumer Services,Restaurants
3071,ICHR,Ichor Holdings,463031036.6,Technology,Semiconductors
3072,MMT,MFS Multimarket Income Trust,462923850.96,n/a,n/a
3073,BLVD,Boulevard Acquisition Corp. II,462500000.0,Finance,Business Services
3074,KYE,"Kayne Anderson Energy Total Return Fund, Inc.",462459332.5,n/a,n/a
3075,GTS,Triple-S Management Corporation,461181604.0,Finance,Accident &Health Insurance
3076,SREV,"ServiceSource International, Inc.",460750486.2,Miscellaneous,Business Services
3077,VGLT,Vanguard Long-Term Government Bond ETF,460476639.68,n/a,n/a
3078,HEOP,Heritage Oaks Bancorp,460418528.64,Finance,Major Banks
3079,ACLS,"Axcelis Technologies, Inc.",459611422.3,Technology,Industrial Machinery/Components
3080,CHSCN,CHS Inc,459480000.0,Consumer Services,Farming/Seeds/Milling
3081,CCD,Calamos Dynamic Convertible & Income Fund,459407597.28,n/a,n/a
3082,SPLP,Steel Partners Holdings LP,458984728.8,Capital Goods,Industrial Specialties
3083,WINA,Winmark Corporation,458782718.1,Consumer Services,Other Specialty Stores
3084,MQY,"Blackrock MuniYield Quality Fund, Inc.",458661421.26,n/a,n/a
3085,BNED,"Barnes & Noble Education, Inc",458596260.01,Consumer Services,Other Specialty Stores
3086,JKS,JinkoSolar Holding Company Limited,458023071.0,Technology,Semiconductors
3087,ARAY,Accuray Incorporated,457485772.8,Health Care,Medical/Dental Instruments
3088,HVT,"Haverty Furniture Companies, Inc.",456911970.35,Consumer Services,Other Specialty Stores
3089,BCRX,"BioCryst Pharmaceuticals, Inc.",455826417.6,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3090,EHI,Western Asset Global High Income Fund Inc,455136230.2,n/a,n/a
3091,DHT,"DHT Holdings, Inc.",454692721.94,Transportation,Marine Transportation
3092,TEDU,"Tarena International, Inc.",454398915.95,Consumer Services,Other Consumer Services
3093,HRTG,"Heritage Insurance Holdings, Inc.",453609311.7,Finance,Property-Casualty Insurers
3094,AZRE,Azure Power Global Limited,453529282.5,Public Utilities,Electric Utilities: Central
3095,WIFI,"Boingo Wireless, Inc.",452456940.78,Consumer Services,Telecommunications Equipment
3096,NRP,Natural Resource Partners LP,451361021.4,Energy,Coal Mining
3097,PTCT,"PTC Therapeutics, Inc.",451283922.35,Health Care,Major Pharmaceuticals
3098,SPKE,"Spark Energy, Inc.",450639061.95,Public Utilities,Power Generation
3099,MCR,MFS Charter Income Trust,450411198.46,n/a,n/a
3100,CIA,"Citizens, Inc.",450235633.72,Finance,Life Insurance
3101,CARA,"Cara Therapeutics, Inc.",449894410.87,Health Care,Major Pharmaceuticals
3102,CECE,CECO Environmental Corp.,449223632.95,Capital Goods,Pollution Control Equipment
3103,IDT,IDT Corporation,449047084.86,Public Utilities,Telecommunications Equipment
3104,PACB,"Pacific Biosciences of California, Inc.",448410279.68,Capital Goods,Biotechnology: Laboratory Analytical Instruments
3105,IBCP,Independent Bank Corporation,448280809.6,Finance,Major Banks
3106,CPLP,Capital Product Partners L.P.,447350438.8,Transportation,Marine Transportation
3107,CYOU,Changyou.com Limited,446863549.6,Technology,Computer Software: Prepackaged Software
3108,DAKT,"Daktronics, Inc.",446458815.66,Consumer Durables,Miscellaneous manufacturing industries
3109,YORW,The York Water Company,446235800.5,Public Utilities,Water Supply
3110,NCZ,AllianzGI Convertible & Income Fund II,445094641.16,n/a,n/a
3111,HPF,John Hancock Pfd Income Fund II,444789457.84,n/a,n/a
3112,PUB,People&#39;s Utah Bancorp,444763725.0,Finance,Major Banks
3113,VUSE,Vident Core US Equity ETF,444752000.0,n/a,n/a
3114,OSTK,"Overstock.com, Inc.",444218985.0,Consumer Services,Catalog/Specialty Distribution
3115,FLY,Fly Leasing Limited,443971800.72,n/a,n/a
3116,ANW,Aegean Marine Petroleum Network Inc.,443292997.5,Energy,Oil Refining/Marketing
3117,POWL,"Powell Industries, Inc.",443228019.92,Consumer Durables,Electrical Products
3118,QABA,First Trust NASDAQ ABA Community Bank Index Fund,443072103.04,n/a,n/a
3119,KMG,"KMG Chemicals, Inc.",442697700.38,Basic Industries,Major Chemicals
3120,SD,"SandRidge Energy, Inc.",441551324.46,Energy,Oil & Gas Production
3121,LBIO,"Lion Biotechnologies, Inc.",440817437.3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3122,PETS,"PetMed Express, Inc.",440088696.0,Health Care,Medical/Nursing Services
3123,MLAB,"Mesa Laboratories, Inc.",439697979.5,Capital Goods,Industrial Machinery/Components
3124,SALE,"RetailMeNot, Inc.",438895008.3,Consumer Services,Advertising
3125,BBSI,"Barrett Business Services, Inc.",438676473.52,Technology,Professional Services
3126,CHEF,"The Chefs&#39; Warehouse, Inc.",438447110.6,Consumer Non-Durables,Food Distributors
3127,FOR,Forestar Group Inc,438388990.0,Finance,Real Estate
3128,QPAC,Quinpario Acquisition Corp. 2,438375000.0,Finance,Business Services
3129,DGICA,"Donegal Group, Inc.",438045236.36,Finance,Property-Casualty Insurers
3130,FDEF,First Defiance Financial Corp.,437914779.0,Finance,Savings Institutions
3131,CHW,Calamos Global Dynamic Income Fund,437831880.64,n/a,n/a
3132,EMO,ClearBridge Energy MLP Opportunity Fund Inc.,437368705.12,n/a,n/a
3133,THW,Tekla World Healthcare Fund,436292188.64,n/a,n/a
3134,NRCIA,National Research Corporation,436281042.75,Health Care,Biotechnology: Commercial Physical & Biological Resarch
3135,BKMU,Bank Mutual Corporation,436165518.1,Finance,Savings Institutions
3136,CNXC,CNX Coal Resources LP,435553556.25,Energy,Coal Mining
3137,KPTI,Karyopharm Therapeutics Inc.,435530430.72,Health Care,Major Pharmaceuticals
3138,GPX,GP Strategies Corporation,433854902.0,Consumer Services,Other Consumer Services
3139,CSV,"Carriage Services, Inc.",433043712.42,Consumer Services,Other Consumer Services
3140,NK,"NantKwest, Inc.",431647562.36,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3141,IESC,"IES Holdings, Inc.",430203286.15,Capital Goods,Engineering & Construction
3142,I,Intelsat S.A.,429970000.0,Consumer Services,Telecommunications Equipment
3143,BST,BlackRock Science and Technology Trust,429895007.2,n/a,n/a
3144,NAN,Nuveen New York Quality Municipal Income Fund,429546334.8,n/a,n/a
3145,VLGEA,"Village Super Market, Inc.",429519403.11,Consumer Services,Food Chains
3146,BGR,BlackRock Energy and Resources Trust,429484694.4,n/a,n/a
3147,CERS,Cerus Corporation,428352382.26,Health Care,Medical/Dental Instruments
3148,FRBK,"Republic First Bancorp, Inc.",427563800.85,Finance,Major Banks
3149,AQXP,"Aquinox Pharmaceuticals, Inc.",427472487.5,Health Care,Major Pharmaceuticals
3150,EBF,"Ennis, Inc.",427099210.1,Consumer Services,Office Equipment/Supplies/Services
3151,CO,China Cord Blood Corporation,427069000.8,Finance,Business Services
3152,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",426677189.75,n/a,n/a
3153,CORR,"CorEnergy Infrastructure Trust, Inc.",426124837.32,Consumer Services,Real Estate Investment Trusts
3154,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,426119137.958,n/a,n/a
3155,CMRE,Costamare Inc.,426015964.0,Transportation,Marine Transportation
3156,USLM,"United States Lime & Minerals, Inc.",425968216.25,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
3157,MPX,Marine Products Corporation,425361618.89,Capital Goods,Marine Transportation
3158,LMAT,"LeMaitre Vascular, Inc.",425010774.16,Health Care,Medical/Dental Instruments
3159,LL,"Lumber Liquidators Holdings, Inc",424521705.54,Consumer Services,RETAIL: Building Materials
3160,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",424329473.49,n/a,n/a
3161,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,424256938.88,n/a,n/a
3162,NVEE,"NV5 Global, Inc.",424125914.4,Consumer Services,Other Consumer Services
3163,DGICB,"Donegal Group, Inc.",423568833.2,Finance,Property-Casualty Insurers
3164,CTMX,"CytomX Therapeutics, Inc.",423359283.98,Health Care,Major Pharmaceuticals
3165,WMC,Western Asset Mortgage Capital Corporation,422970792.09,Consumer Services,Real Estate Investment Trusts
3166,ASND,Ascendis Pharma A/S,421921169.12,Health Care,Major Pharmaceuticals
3167,CYTK,"Cytokinetics, Incorporated",421375676.8,Health Care,Major Pharmaceuticals
3168,OTIC,"Otonomy, Inc.",421212814.65,Health Care,Major Pharmaceuticals
3169,VBND,Vident Core U.S. Bond Strategy Fund,421142000.0,n/a,n/a
3170,UMH,"UMH Properties, Inc.",420865412.08,Consumer Services,Real Estate Investment Trusts
3171,GNRT,"Gener8 Maritime, Inc.",420849908.99,Transportation,Marine Transportation
3172,WRLD,World Acceptance Corporation,419570729.76,Finance,Finance: Consumer Services
3173,RUBI,"The Rubicon Project, Inc.",419284364.85,Technology,"Computer Software: Programming, Data Processing"
3174,NVMI,Nova Measuring Instruments Ltd.,419181864.92,Capital Goods,Electronic Components
3175,FRPH,"FRP Holdings, Inc.",418971996.0,Finance,Real Estate
3176,XCRA,Xcerra Corporation,418700513.15,Capital Goods,Electrical Products
3177,HCI,"HCI Group, Inc.",418348014.33,Finance,Property-Casualty Insurers
3178,VNET,"21Vianet Group, Inc.",417532196.34,Technology,"Computer Software: Programming, Data Processing"
3179,MYE,"Myers Industries, Inc.",417412234.8,Consumer Non-Durables,Plastic Products
3180,BMRC,Bank of Marin Bancorp,417294785.15,Finance,Major Banks
3181,TNAV,"Telenav, Inc.",416295354.75,Capital Goods,Industrial Machinery/Components
3182,ZOES,"Zoe&#39;s Kitchen, Inc.",415870179.79,Consumer Services,Restaurants
3183,OMER,Omeros Corporation,415426183.04,Health Care,Major Pharmaceuticals
3184,OMN,OMNOVA Solutions Inc.,415164379.6,Basic Industries,Specialty Chemicals
3185,UCTT,"Ultra Clean Holdings, Inc.",415149080.71,Technology,Semiconductors
3186,SENEB,Seneca Foods Corp.,415124153.4,Consumer Non-Durables,Packaged Foods
3187,BIB,ProShares Ultra Nasdaq Biotechnology,414485500.0,n/a,n/a
3188,HSII,"Heidrick & Struggles International, Inc.",414391400.2,Technology,Diversified Commercial Services
3189,HIFS,Hingham Institution for Savings,414261774.875,n/a,n/a
3190,STAA,STAAR Surgical Company,414212748.6,Health Care,Ophthalmic Goods
3191,STON,StoneMor Partners L.P.,413848011.28,Consumer Services,Other Consumer Services
3192,IIF,"Morgan Stanley India Investment Fund, Inc.",413407968.6,n/a,n/a
3193,LIND,Lindblad Expeditions Holdings Inc. ,413256635.2,Consumer Services,Transportation Services
3194,NCOM,National Commerce Corporation,413121907.8,Finance,Major Banks
3195,ABTX,"Allegiance Bancshares, Inc.",412962176.0,Finance,Major Banks
3196,NTRSP,Northern Trust Corporation,412880000.0,Finance,Major Banks
3197,NCBS,Nicolet Bankshares Inc.,412820293.2,Finance,Major Banks
3198,PBT,Permian Basin Royalty Trust,412487844.6,Energy,Oil & Gas Production
3199,DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",411409245.69,n/a,n/a
3200,VRA,"Vera Bradley, Inc.",410271502.41,Consumer Non-Durables,Apparel
3201,MCC,Medley Capital Corporation,409646066.72,n/a,n/a
3202,CRIS,"Curis, Inc.",408997645.29,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3203,MCRI,"Monarch Casino & Resort, Inc.",408855878.86,Consumer Services,Hotels/Resorts
3204,OLP,"One Liberty Properties, Inc.",408686411.5,Consumer Services,Real Estate Investment Trusts
3205,CLAC,Capitol Acquisition Corp. III,408281250.0,Finance,Business Services
3206,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",408209203.8,Consumer Services,Restaurants
3207,HZN,Horizon Global Corporation,407734144.26,Capital Goods,Auto Parts:O.E.M.
3208,KEYW,The KEYW Holding Corporation,406363356.16,Technology,EDP Services
3209,ULH,"Universal Logistics Holdings, Inc.",406302267.8,Transportation,Trucking Freight/Courier Services
3210,LPSN,"LivePerson, Inc.",405795950.0,Technology,Computer Software: Prepackaged Software
3211,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",404039154.54,n/a,n/a
3212,VSEC,VSE Corporation,403654807.92,Consumer Services,Military/Government/Technical
3213,BGH,Babson Global Short Duration High Yield Fund,402962186.41,n/a,n/a
3214,SLD,Sutherland Asset Management Corporation,402888340.8,Consumer Services,Real Estate Investment Trusts
3215,WSR,Whitestone REIT,402227622.5,Consumer Services,Real Estate Investment Trusts
3216,NEWS,"NewStar Financial, Inc.",401404136.32,Finance,Finance: Consumer Services
3217,CVTI,"Covenant Transportation Group, Inc.",401366677.14,Transportation,Trucking Freight/Courier Services
3218,COWN,"Cowen Group, Inc.",401172575.7,Finance,Investment Bankers/Brokers/Service
3219,MOFG,"MidWestOne Financial Group, Inc.",401055610.2,Finance,Major Banks
3220,RCS,"PIMCO Strategic Income Fund, Inc.",400427988.4,n/a,n/a
3221,IMOS,ChipMOS TECHNOLOGIES INC.,399676165.2,Technology,Semiconductors
3222,CTT           ,"CatchMark Timber Trust, Inc.",399576947.91,Consumer Services,Real Estate Investment Trusts
3223,MACK,"Merrimack Pharmaceuticals, Inc.",399217107.52,Health Care,Major Pharmaceuticals
3224,TESO,Tesco Corporation,399073866.8,Energy,Metal Fabrications
3225,IFV,First Trust Dorsey Wright International Focus 5 ETF,398970037.2,n/a,n/a
3226,TNP,Tsakos Energy Navigation Ltd,398892690.24,Transportation,Marine Transportation
3227,UCFC,United Community Financial Corp.,398005663.5,Finance,Banks
3228,BKT,BlackRock Income Trust Inc. (The),397722567.7,n/a,n/a
3229,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,397676000.0,n/a,n/a
3230,ATRA,"Atara Biotherapeutics, Inc.",396833731.25,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3231,CIE,"Cobalt International Energy, Inc.",396818430.625,Energy,Oil & Gas Production
3232,BV,"Bazaarvoice, Inc.",396468264.25,Technology,Computer Software: Prepackaged Software
3233,SPOK,"Spok Holdings, Inc.",396390579.6,Public Utilities,Telecommunications Equipment
3234,PMM,Putnam Managed Municipal Income Trust,396224275.2,n/a,n/a
3235,TRVN,"Trevena, Inc.",396180000.0,Health Care,Major Pharmaceuticals
3236,AVHI,"A V Homes, Inc.",396105535.8,Capital Goods,Homebuilding
3237,FLXS,"Flexsteel Industries, Inc.",396101043.55,Consumer Durables,Home Furnishings
3238,CCLP,CSI Compressco LP,395822274.4,Energy,Oilfield Services/Equipment
3239,PMF,PIMCO Municipal Income Fund,395778597.28,n/a,n/a
3240,HLIT,Harmonic Inc.,395656718.25,Technology,Radio And Television Broadcasting And Communications Equipment
3241,CFI,"Culp, Inc.",395207367.6,Basic Industries,Textiles
3242,WTI,"W&T Offshore, Inc.",394798533.12,Energy,Oil & Gas Production
3243,CAF,Morgan Stanley China A Share Fund Inc.,393428740.7,n/a,n/a
3244,APEI,"American Public Education, Inc.",392741326.4,Consumer Services,Other Consumer Services
3245,AFB,Alliance National Municipal Income Fund Inc,392368376.4,n/a,n/a
3246,ARNA,"Arena Pharmaceuticals, Inc.",391875288.0,Health Care,Major Pharmaceuticals
3247,FMBH,"First Mid-Illinois Bancshares, Inc.",391164306.8,Finance,Major Banks
3248,CCN,CardConnect Corp.,391018101.6,Finance,Business Services
3249,FOGO,"Fogo de Chao, Inc.",390947966.7,Consumer Services,Restaurants
3250,ADUS,Addus HomeCare Corporation,389185858.95,Health Care,Medical/Nursing Services
3251,CVEO,Civeo Corporation,389155629.6,Consumer Services,Hotels/Resorts
3252,PMX,PIMCO Municipal Income Fund III,388484464.02,n/a,n/a
3253,NSTG,"NanoString Technologies, Inc.",388364237.35,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3254,ANGI,"Angie&#39;s List, Inc.",387456505.75,Consumer Services,Advertising
3255,JLS,Nuveen Mortgage Opportunity Term Fund,387359606.46,n/a,n/a
3256,BLBD,Blue Bird Corporation,385426809.9,Capital Goods,Construction/Ag Equipment/Trucks
3257,AVDL,Avadel Pharmaceuticals plc,385330142.3,Health Care,Major Pharmaceuticals
3258,CRR,"Carbo Ceramics, Inc.",384972599.88,Capital Goods,Industrial Machinery/Components
3259,EQBK,"Equity Bancshares, Inc.",384951540.8,Finance,Major Banks
3260,ONVO,"Organovo Holdings, Inc.",384303689.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3261,JGH,Nuveen Global High Income Fund,383096916.75,n/a,n/a
3262,RDIB,Reading International Inc,382653937.1,Consumer Services,Movies/Entertainment
3263,MOBL,"MobileIron, Inc.",382417661.1,Technology,Computer Software: Prepackaged Software
3264,SPPI,"Spectrum Pharmaceuticals, Inc.",381844607.16,Health Care,Major Pharmaceuticals
3265,AHPA,Avista Healthcare Public Acquisition Corp.,381615000.0,Finance,Business Services
3266,IXYS,IXYS Corporation,381594699.2,Technology,Semiconductors
3267,MRUS,Merus N.V.,381479994.08,Health Care,Major Pharmaceuticals
3268,ABR,Arbor Realty Trust,381397608.9,Consumer Services,Real Estate Investment Trusts
3269,MCRB,"Seres Therapeutics, Inc.",381361865.85,Health Care,Major Pharmaceuticals
3270,XENT,"Intersect ENT, Inc.",381342256.05,Health Care,Medical/Dental Instruments
3271,ACRE,Ares Commercial Real Estate Corporation,381099275.28,Consumer Services,Real Estate Investment Trusts
3272,RYI,Ryerson Holding Corporation,380603194.75,Basic Industries,Metal Fabrications
3273,NVEC,NVE Corporation,380255466.3,Technology,Semiconductors
3274,GOF,Guggenheim Strategic Opportunities Fund,379915598.2,n/a,n/a
3275,AKBA,"Akebia Therapeutics, Inc.",379795517.52,Health Care,Major Pharmaceuticals
3276,JPEP,JP Energy Partners LP,379765048.88,Energy,Oil Refining/Marketing
3277,RDI,Reading International Inc,379658692.84,Consumer Services,Movies/Entertainment
3278,USNA,"USANA Health Sciences, Inc.",379522687.5,Consumer Durables,Specialty Chemicals
3279,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,379327166.46,n/a,n/a
3280,HOFT,Hooker Furniture Corporation,379260168.0,Consumer Durables,Home Furnishings
3281,PFSI,"PennyMac Financial Services, Inc.",379259851.0,Finance,Finance: Consumer Services
3282,CARO,Carolina Financial Corporation,379111936.2,Finance,Major Banks
3283,BGNE,"BeiGene, Ltd.",378994608.0,Health Care,Major Pharmaceuticals
3284,HQL,Tekla Life Sciences Investors,378171352.86,n/a,n/a
3285,EBTC,Enterprise Bancorp Inc,377935517.22,Finance,Major Banks
3286,JONE,"Jones Energy, Inc.",377761168.8,Energy,Oil & Gas Production
3287,LMBS,First Trust Low Duration Opportunities ETF,377725104.2,n/a,n/a
3288,MEP,"Midcoast Energy Partners, L.P.",377587935.2,Public Utilities,Oil & Gas Production
3289,ORC,"Orchid Island Capital, Inc.",377492359.9,Consumer Services,Real Estate Investment Trusts
3290,NVDQ,Novadaq Technologies Inc,376265739.05,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
3291,XTLY,Xactly Corporation,375979164.0,Technology,Computer Software: Prepackaged Software
3292,FSAM,Fifth Street Asset Management Inc.,375890132.8,Finance,Investment Managers
3293,MYOK,"MyoKardia, Inc.",375576526.1,Health Care,Major Pharmaceuticals
3294,PFLT,PennantPark Floating Rate Capital Ltd.,375557539.7,n/a,n/a
3295,RARX,"Ra Pharmaceuticals, Inc.",375168185.6,Health Care,Major Pharmaceuticals
3296,TNK,Teekay Tankers Ltd.,375120000.0,Consumer Services,Marine Transportation
3297,BSF,"Bear State Financial, Inc.",374664632.76,Finance,Major Banks
3298,TLGT,"Teligent, Inc.",374532004.35,Health Care,Major Pharmaceuticals
3299,PTI,"Proteostasis Therapeutics, Inc.",373904440.14,Health Care,Major Pharmaceuticals
3300,GCAP,"GAIN Capital Holdings, Inc.",372853242.28,Finance,Investment Bankers/Brokers/Service
3301,XBIT,XBiotech Inc.,372683184.16,Health Care,Major Pharmaceuticals
3302,BYM,Blackrock Municipal Income Quality Trust,372064386.57,n/a,n/a
3303,BSTC,BioSpecifics Technologies Corp,371795211.18,Health Care,Major Pharmaceuticals
3304,CETV,Central European Media Enterprises Ltd.,371279399.4,Consumer Services,Broadcasting
3305,TLYS,"Tilly&#39;s, Inc.",370597522.46,Consumer Services,Clothing/Shoe/Accessory Stores
3306,HABT,"The Habit Restaurants, Inc.",370500840.75,Consumer Services,Restaurants
3307,WTBA,West Bancorporation,369560177.1,Finance,Major Banks
3308,NLNK,NewLink Genetics Corporation,369427019.64,Health Care,Major Pharmaceuticals
3309,ONDK,"On Deck Capital, Inc.",369355103.81,Finance,Finance: Consumer Services
3310,FCT,First Trust Senior Floating Rate Income Fund II,368952291.24,n/a,n/a
3311,FRPT,"Freshpet, Inc.",368895839.5,Consumer Non-Durables,Packaged Foods
3312,NHF,Highland Funds I,368710842.6,n/a,n/a
3313,BELFB,Bel Fuse Inc.,368150449.4,Capital Goods,Electrical Products
3314,NGS,"Natural Gas Services Group, Inc.",368045563.6,Energy,Oilfield Services/Equipment
3315,PKE,Park Electrochemical Corporation,367866318.78,Technology,Electrical Products
3316,CSBK,Clifton Bancorp Inc.,367360173.9,Finance,Savings Institutions
3317,KMF,"Kayne Anderson Midstream Energy Fund, Inc",367309613.9,n/a,n/a
3318,BSRR,Sierra Bancorp,367257019.63,Finance,Major Banks
3319,XIN,Xinyuan Real Estate Co Ltd,366898416.5,Basic Industries,Homebuilding
3320,PKO,Pimco Income Opportunity Fund,366494193.87,n/a,n/a
3321,FOMX,Foamix Pharmaceuticals Ltd.,366359963.97,Consumer Durables,Specialty Chemicals
3322,NERV,"Minerva Neurosciences, Inc",365475736.5,Health Care,Major Pharmaceuticals
3323,CFMS,"ConforMIS, Inc.",364506826.0,Health Care,Industrial Specialties
3324,AVK,Advent Claymore Convertible Securities and Income Fund,363617123.34,n/a,n/a
3325,SDLP,Seadrill Partners LLC,363613536.0,Energy,Oil & Gas Production
3326,IVC,Invacare Corporation,363494028.8,Health Care,Industrial Specialties
3327,TICC,TICC Capital Corp.,363444627.54,n/a,n/a
3328,USDP,USD Partners LP,363122960.0,Transportation,Railroads
3329,BWINA,"Baldwin & Lyons, Inc.",363072096.63,Finance,Property-Casualty Insurers
3330,PDLI,"PDL BioPharma, Inc.",362534240.31,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3331,ADXS,"Advaxis, Inc.",361725776.45,Health Care,Major Pharmaceuticals
3332,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",361660620.75,n/a,n/a
3333,PHX,Panhandle Royalty Company,361056438.0,Energy,Oil & Gas Production
3334,NQ,NQ Mobile Inc.,361040379.33,Technology,Computer Software: Prepackaged Software
3335,SENEA,Seneca Foods Corp.,360361014.2,Consumer Non-Durables,Packaged Foods
3336,COHU,"Cohu, Inc.",360073581.2,Capital Goods,Electrical Products
3337,BOLD,"Audentes Therapeutics, Inc.",359985950.91,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3338,BWINB,"Baldwin & Lyons, Inc.",359753614.65,Finance,Property-Casualty Insurers
3339,APTS,"Preferred Apartment Communities, Inc.",359525636.4,Consumer Services,Real Estate Investment Trusts
3340,OIA,Invesco Municipal Income Opportunities Trust,359118445.73,n/a,n/a
3341,PERY,Perry Ellis International Inc.,358623720.0,Consumer Non-Durables,Apparel
3342,ECOM          ,ChannelAdvisor Corporation,358407802.6,Technology,Computer Software: Prepackaged Software
3343,TGLS,Tecnoglass Inc.,358139113.2,Consumer Durables,Electronic Components
3344,FWP,Forward Pharma A/S,358080006.3,Health Care,Major Pharmaceuticals
3345,FBNK,"First Connecticut Bancorp, Inc.",358079467.2,Finance,Banks
3346,OSG,"Overseas Shipholding Group, Inc.",357995244.6,Transportation,Marine Transportation
3347,NVTA,Invitae Corporation,357125692.84,Health Care,Medical Specialities
3348,WFBI,WashingtonFirst Bankshares Inc,357013439.38,Finance,Major Banks
3349,FDUS,Fidus Investment Corporation,356675557.5,n/a,n/a
3350,NEV,Nuveen Enhanced Municipal Value Fund,356286971.04,n/a,n/a
3351,LMOS,Lumos Networks Corp.,356237258.38,Public Utilities,Telecommunications Equipment
3352,AXGN,"AxoGen, Inc.",355299642.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
3353,RILY,"B. Riley Financial, Inc.",355153292.8,n/a,n/a
3354,LJPC,La Jolla Pharmaceutical Company,354857934.96,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3355,MBUU,"Malibu Boats, Inc.",354264339.22,Capital Goods,Marine Transportation
3356,LMRK,Landmark Infrastructure Partners LP,353616704.9,Consumer Services,Real Estate
3357,NVAX,"Novavax, Inc.",352619757.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
3358,SJT,San Juan Basin Royalty Trust,352362497.76,Energy,Oil & Gas Production
3359,CCBG,Capital City Bank Group,351267992.9,Finance,Major Banks
3360,PRMW,Primo Water Corporation,350534146.9,Consumer Non-Durables,Food Distributors
3361,ADMS,"Adamas Pharmaceuticals, Inc.",350399918.26,Health Care,Major Pharmaceuticals
3362,DSX,Diana Shipping inc.,349995112.08,Transportation,Marine Transportation
3363,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,349952547.84,n/a,n/a
3364,CCXI,"ChemoCentryx, Inc.",349938792.72,Health Care,Major Pharmaceuticals
3365,LIOX,"Lionbridge Technologies, Inc.",349318632.52,Miscellaneous,Business Services
3366,BLCM,"Bellicum Pharmaceuticals, Inc.",349121390.24,Health Care,Major Pharmaceuticals
3367,CALX,"Calix, Inc",348843116.05,Consumer Services,Telecommunications Equipment
3368,RNET,"RigNet, Inc.",348686626.85,Consumer Services,Telecommunications Equipment
3369,DL,China Distance Education Holdings Limited,348425246.94,Consumer Services,Other Consumer Services
3370,MBVT,"Merchants Bancshares, Inc.",348415711.6,Finance,Major Banks
3371,HOV,Hovnanian Enterprises Inc,347621092.28,Capital Goods,Homebuilding
